dias_mora_prom,edad,ingreso_mensual,ventas_anuales,monto_solicitado,plazo_meses,propiedad_completa,estado_legal,tiene_garante,rastreo_instalado,score_interno_num,segmento_credito_Consumo,segmento_credito_Inmobiliario,segmento_credito_Microcrédito,producto_Back-to-back,producto_Consumo General,producto_Digital,producto_Mi Negocio,producto_Sueldo,producto_Vehicular Trabajo,producto_Vivienda,garantia_Hipotecaria,garantia_Personal,garantia_Prendaria,estado_civil_Divorciado,estado_civil_Soltero,estado_civil_Unión Libre,estado_civil_Viudo
1.4485804708458527,1.0047421680146582,-0.3475104084805099,1.1076096020074226,-1.0263597260339834,-0.3927950687531553,1,0,0,1,2,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
-0.6718844592923674,-0.262804721827215,-0.30479663256086365,-0.5003993650112599,-0.08860330734044813,-1.4130420005795323,1,0,1,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.8839309523061893,-0.3473078478166732,0.3286437546980707,-0.5003993650112599,0.6607637344570344,-0.3927950687531553,1,0,0,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.3883480057767427,1.1737484199935746,0.49436829563688117,-0.5003993650112599,-0.5577283097404921,-0.3927950687531553,1,0,1,0,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.8839309523061893,-1.7838609896374626,-0.2674098045576332,-0.5003993650112599,2.2036411698151515,1.647698794899599,1,0,1,0,5,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0.1763015127629207,0.9202390420251999,2.5836610936374975,-0.5003993650112599,0.6401740709248585,0.11732839716003328,1,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8124409918043867,-1.530351611669088,-0.4596954406372812,0.9882288596057821,-1.054255868456448,0.11732839716003328,1,0,0,0,2,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.6718844592923674,-1.1923391077112553,-0.5626503694918764,-0.5003993650112599,0.3558107881824649,0.6274518630732219,1,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1.4485804708458527,0.4132202860884507,-0.683108127214694,-0.5003993650112599,-0.5163182412035647,0.6274518630732219,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.1763015127629207,-0.685320351774506,-0.36255842264070703,-0.5003993650112599,-0.6225119878374069,-1.4130420005795323,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0.6003944987905647,-0.8543266037534224,-0.51703991221676,0.9272062306670005,-0.57226502251274,0.6274518630732219,1,0,1,0,2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1.6606269638596747,-0.8543266037534224,1.0145435322675131,-0.5003993650112599,1.0837595035940881,-1.4130420005795323,0,0,1,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
-0.8839309523061893,0.07520778213061785,-1.0437940522649003,-0.5003993650112599,-0.3294868708592929,-1.4130420005795323,1,0,0,0,4,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1.4485804708458527,-0.6008172257850478,-0.6824944235376876,-0.5003993650112599,0.5199040912401254,0.11732839716003328,1,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0.3883480057767427,0.15971090812007607,-0.2625001751415819,-0.5003993650112599,0.7827487252172788,0.6274518630732219,1,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
-0.6718844592923674,-1.3613453596901717,1.9168352263494148,-0.5003993650112599,-1.0129802319078907,0.6274518630732219,1,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.3883480057767427,-0.685320351774506,0.2747851200039882,-0.5003993650112599,-1.0252005009402407,-0.3927950687531553,1,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.45983796627854534,0.07520778213061785,0.14625102189176625,-0.5003993650112599,-0.7408693213592489,-0.9029185346663439,1,1,1,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
-0.8839309523061893,0.7512327900462835,-0.3379857274133702,-0.5003993650112599,0.06283382594645363,-0.3927950687531553,1,0,1,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.1763015127629207,-1.4458484856796299,-0.07622883509659689,-0.5003993650112599,0.2907131010380889,1.647698794899599,1,0,1,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-0.8839309523061893,-0.09379846984829857,-0.7947776482827801,-0.5003993650112599,-0.6543613336193637,-1.4130420005795323,1,1,0,0,5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
-0.03574498025090134,-0.8543266037534224,-0.7312470436390768,-0.5003993650112599,1.5634640025117126,-0.3927950687531553,1,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-0.03574498025090134,-0.685320351774506,0.9709705712000581,-0.5003993650112599,0.2991045664613786,0.11732839716003328,1,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
-0.6718844592923674,-0.8543266037534224,-0.5155670233919446,-0.5003993650112599,-0.7268954171353261,0.6274518630732219,1,0,1,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
-0.03574498025090134,0.24421403410953427,-0.4317841974070297,1.0179303703520983,-0.6200199799335929,0.11732839716003328,1,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.6003944987905647,-1.023332855732339,-0.44621850789022044,-0.5003993650112599,-0.23217466447201465,-0.9029185346663439,1,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.8839309523061893,0.4977234120779089,-1.01116956479524,0.40138238738415133,-0.2526509637154905,-1.4130420005795323,0,0,1,0,4,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2.5088129359149627,-1.1923391077112553,0.6143105422710137,-0.5003993650112599,-0.7221170622054285,-1.4130420005795323,0,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
-0.6718844592923674,-0.7698234777639642,-1.0989782869013167,-0.5003993650112599,-0.9821270873531832,-1.4130420005795323,1,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.8839309523061893,-1.1923391077112553,-0.9341374792573954,0.4833554223198948,-0.5111345838609695,0.6274518630732219,1,0,1,0,5,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
-0.45983796627854534,0.5822265380673671,-1.0544233999506514,0.3553541886726217,-0.14596062130371465,-0.9029185346663439,1,0,1,1,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1.2365339778320308,-0.9388297297428806,-0.5040539424113045,-0.5003993650112599,-0.6348922710648689,-0.9029185346663439,1,0,1,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
-0.45983796627854534,-1.107835981721797,0.7357256777299613,-0.5003993650112599,0.8798116304917963,1.647698794899599,1,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
-0.24779147326472334,0.15971090812007607,-1.2779588272634657,-0.5003993650112599,-0.9716062794275404,-1.4130420005795323,0,0,1,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0.8124409918043867,-0.262804721827215,-0.8108566846203481,0.6145436254579777,-0.4058552757151816,0.11732839716003328,1,0,0,0,2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1.6606269638596747,-1.530351611669088,-1.2808555086189357,0.11439839700681617,-1.077931448378371,-1.4130420005795323,1,0,1,0,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.6718844592923674,1.2582515459830328,-0.3318486906433061,-0.5003993650112599,1.1507427498589224,0.6274518630732219,1,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8839309523061893,-0.8543266037534224,4.012485994443817,-0.5003993650112599,-0.27666212199644163,-0.9029185346663439,0,0,1,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.45983796627854534,1.0047421680146582,0.763735113548534,-0.5003993650112599,-1.0033407560851064,-0.9029185346663439,1,0,1,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
-0.8839309523061893,0.4132202860884507,-0.2664524268215032,-0.5003993650112599,-0.6609289381855142,0.6274518630732219,1,0,0,0,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
-0.45983796627854534,1.0047421680146582,0.2603999058149582,-0.5003993650112599,0.8349926075035166,-0.9029185346663439,1,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.1763015127629207,-0.9388297297428806,-0.45571864081027963,0.9924607371263654,-0.7373786041687012,-0.9029185346663439,1,0,0,1,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2.084719949887319,-0.17830159583775676,-0.9917274323076768,0.42207156637366977,-0.3614390470801148,1.647698794899599,1,0,1,0,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.6718844592923674,0.7512327900462835,-0.886514073921698,-0.5003993650112599,-0.2862313721536595,0.11732839716003328,1,0,1,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6718844592923674,-0.262804721827215,0.07501229906486213,-0.5003993650112599,-0.22266761419001282,-0.9029185346663439,1,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.8124409918043867,0.4132202860884507,0.14357527386001823,-0.5003993650112599,-0.4969404720143064,-1.4130420005795323,1,0,1,0,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
-0.8839309523061893,0.7512327900462835,-0.9135415838570603,-0.5003993650112599,-0.4457394408617301,1.647698794899599,0,0,1,0,5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
-0.8839309523061893,-1.8683641156269208,0.35775785713525476,-0.5003993650112599,0.19928279575389488,-0.9029185346663439,1,0,1,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.3883480057767427,-1.6993578636480045,1.0978599434579026,-0.5003993650112599,1.0872351724277287,1.647698794899599,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
-0.8839309523061893,-0.5163140997955896,0.7686938392587457,-0.5003993650112599,1.1664748037814898,-0.9029185346663439,1,0,0,0,5,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-0.8839309523061893,0.4977234120779089,-0.9226734945709156,-0.5003993650112599,-0.007358733234765793,0.6274518630732219,1,0,1,0,5,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
-0.8839309523061893,1.0047421680146582,-0.04765479189517855,-0.5003993650112599,1.4122144720742522,-0.3927950687531553,1,0,1,0,5,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
